geometry,source,diamond_um,pitch_um,ribbon_width_nm,graphene_layers,network_depth_fraction,mean_carrier_travel_um,graphene_interface_area_ratio,added_trap_density_cm3,interface_loss_fraction,trap_penalty_fraction,carrier_survival_fraction,collection_efficiency,current_density_A_cm2,voltage_V,power_density_W_cm2,net_power_ratio_vs_baseline,lifetime_years,manufacturability_score,geometry_departure_score,dominant_loss,dominant_loss_fraction
interdigitated_combs,Ni63,20.0,2.0,25.0,2,0.75,2.305272613056162,31.80213567812242,63209395081559.14,0.240341662390863,0.07934085971844888,0.8174627941557848,0.13625833073177074,2.854821948205294e-09,0.2854821948205294,8.15000835595467e-10,2.090764021288558,0.0008849911319600013,0.33285714285714274,2.7399075674274944,geometric_occlusion,0.3589412234810399
interdigitated_combs,Ni63,20.0,2.0,100.0,1,0.75,1.9147949999999998,20.317500000000003,50833406250000.01,0.21909333413540114,0.07911815391803016,0.8713539152999182,0.1919286547558996,4.0212010021263385e-09,0.40212010021263384,1.6170057499501868e-09,4.148188930067126,0.0008885375956288565,0.45999999999999996,2.47385,graphene_diamond_interface,0.21909333413540114
interdigitated_combs,Ni63,20.0,2.0,100.0,2,0.75,2.307973543813172,31.881574818034473,77674276820175.12,0.23499979890626738,0.07960053008117937,0.8165599422924401,0.13833217934234465,2.8982722715647963e-09,0.2898272271564796,8.399982160121364e-10,2.154891101064434,0.0009006954206427044,0.3899999999999999,2.813090911820874,geometric_occlusion,0.3658603755073318
interdigitated_combs,Ni63,20.0,6.0,25.0,1,0.75,2.2232925000000003,6.755625,13538460937500.002,0.1965566311968751,0.07844403221590676,0.8303691488134429,0.23030027265831224,4.82514551243739e-09,0.48251455124373904,2.3282029216194687e-09,5.972660014789271,0.0008682315272467734,0.5750340178571428,2.1407375,graphene_diamond_interface,0.1965566311968751
interdigitated_combs,Ni63,20.0,6.0,25.0,2,0.75,2.4232370184207888,10.600711892707475,21069798360519.72,0.20491906042413918,0.07858052861693006,0.8033356343261194,0.21062845925155246,4.412990715200303e-09,0.4412990715200303,1.947448705244408e-09,4.995891425381308,0.000870697225159979,0.45504788825194553,2.2999691891424985,graphene_diamond_interface,0.20491906042413918
interdigitated_combs,Ni63,20.0,6.0,100.0,1,0.75,2.2241700000000004,6.7725,16944468750000.004,0.19533330756193268,0.07850578490369417,0.8301257762377544,0.23188490761786135,4.858346056126124e-09,0.48583460561261244,2.3603526401076267e-09,6.055135359321262,0.0008718321901438664,0.6319575,2.15795,graphene_diamond_interface,0.19533330756193268
interdigitated_combs,Ni63,20.0,6.0,100.0,2,0.75,2.4246139635125976,10.62719160601149,25891425606725.043,0.20318218565815238,0.07866781776743371,0.802966830917605,0.21231824704382976,4.448394372732986e-09,0.44483943727329855,1.9788212495362494e-09,5.07637304453663,0.0008758099220651711,0.5118465091218505,2.3243636372736245,graphene_diamond_interface,0.20318218565815238
radial_spokes,Ni63,20.0,2.0,25.0,1,0.75,1.9175324999999996,18.014999999999997,32949937500000.0,0.21895536714285047,0.07879546637905648,0.8715464831467581,0.1977571411195178,4.143316770801265e-09,0.4143316770801265,1.7167073863203023e-09,4.4039587220501355,0.0008751228169512553,0.37263214285714286,3.3753,graphene_diamond_interface,0.21895536714285047
radial_spokes,Ni63,20.0,2.0,25.0,2,0.75,2.2815340591763076,28.268565047219926,51239130078122.41,0.235398833319246,0.0791254627516622,0.8211080682374671,0.148614386255474,3.1137003471470076e-09,0.31137003471470076,9.695129851823396e-10,2.487142072817989,0.0008812197169202672,0.27285714285714274,3.666584504379995,geometric_occlusion,0.3057255319831466
radial_spokes,Ni63,20.0,2.0,100.0,1,0.75,1.9191299999999998,18.06,42024750000000.0,0.21571581733853223,0.07895934085050386,0.8710373531056653,0.20004062956940663,4.191159371765228e-09,0.41911593717652285,1.7565816879535504e-09,4.5062503413806745,0.0008848443153728622,0.4291,3.4212,graphene_diamond_interface,0.21571581733853223
