case_id,architecture,source,ferrite,diamond_um,ferrite_um,ferrite_layers,interface_or_transport_channel,loss_fraction
0,baseline,Ni63,,2.0,0.0,1,diamond_collector,0.34989629746366735
1,diamond_ferrite,Ni63,Fe3O4,2.0,0.05,1,diamond_collector,0.0
1,diamond_ferrite,Ni63,Fe3O4,2.0,0.05,1,diamond_ferrite,0.3500658748384264
1,diamond_ferrite,Ni63,Fe3O4,2.0,0.05,1,ferrite_bulk_transport,0.07125358211910715
2,diamond_ferrite,Ni63,Fe3O4,2.0,0.3,1,diamond_collector,0.0
2,diamond_ferrite,Ni63,Fe3O4,2.0,0.3,1,diamond_ferrite,0.3501225040137271
2,diamond_ferrite,Ni63,Fe3O4,2.0,0.3,1,ferrite_bulk_transport,0.07127149271464285
3,diamond_ferrite,Ni63,Fe3O4,2.0,1.5,1,diamond_collector,0.0
3,diamond_ferrite,Ni63,Fe3O4,2.0,1.5,1,diamond_ferrite,0.35016138477711284
3,diamond_ferrite,Ni63,Fe3O4,2.0,1.5,1,ferrite_bulk_transport,0.07135746357321422
4,diamond_ferrite,Ni63,NiFe2O4,2.0,0.05,1,diamond_collector,0.0
4,diamond_ferrite,Ni63,NiFe2O4,2.0,0.05,1,diamond_ferrite,0.3500629638069672
4,diamond_ferrite,Ni63,NiFe2O4,2.0,0.05,1,ferrite_bulk_transport,0.03700179962451414
5,diamond_ferrite,Ni63,NiFe2O4,2.0,0.3,1,diamond_collector,0.0
5,diamond_ferrite,Ni63,NiFe2O4,2.0,0.3,1,diamond_ferrite,0.3501072191738415
5,diamond_ferrite,Ni63,NiFe2O4,2.0,0.3,1,ferrite_bulk_transport,0.05772508346137055
6,diamond_ferrite,Ni63,NiFe2O4,2.0,1.5,1,diamond_collector,0.0
6,diamond_ferrite,Ni63,NiFe2O4,2.0,1.5,1,diamond_ferrite,0.35013651777388444
6,diamond_ferrite,Ni63,NiFe2O4,2.0,1.5,1,ferrite_bulk_transport,0.15719684587828134
7,diamond_ferrite,Ni63,CoFe2O4,2.0,0.05,1,diamond_collector,0.0
7,diamond_ferrite,Ni63,CoFe2O4,2.0,0.05,1,diamond_ferrite,0.3500697553490708
7,diamond_ferrite,Ni63,CoFe2O4,2.0,0.05,1,ferrite_bulk_transport,0.05913584780367833
8,diamond_ferrite,Ni63,CoFe2O4,2.0,0.3,1,diamond_collector,0.0
8,diamond_ferrite,Ni63,CoFe2O4,2.0,0.3,1,diamond_ferrite,0.3501396493054222
8,diamond_ferrite,Ni63,CoFe2O4,2.0,0.3,1,ferrite_bulk_transport,0.08814842015540328
9,diamond_ferrite,Ni63,CoFe2O4,2.0,1.5,1,diamond_collector,0.0
9,diamond_ferrite,Ni63,CoFe2O4,2.0,1.5,1,diamond_ferrite,0.35018951264624704
9,diamond_ferrite,Ni63,CoFe2O4,2.0,1.5,1,ferrite_bulk_transport,0.22740876744368313
10,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,0.05,1,diamond_collector,0.0
10,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,0.05,1,diamond_ferrite,0.3500658748384264
10,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,0.05,1,ferrite_bulk_transport,0.07125358211910715
10,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,0.05,1,ferrite_graphene,0.33560214157128654
10,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,0.05,1,graphene_sheet,0.00085
11,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,0.3,1,diamond_collector,0.0
11,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,0.3,1,diamond_ferrite,0.3501225040137271
11,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,0.3,1,ferrite_bulk_transport,0.07127149271464285
11,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,0.3,1,ferrite_graphene,0.334597031111596
11,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,0.3,1,graphene_sheet,0.00085
12,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,1.5,1,diamond_collector,0.0
12,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,1.5,1,diamond_ferrite,0.35016138477711284
12,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,1.5,1,ferrite_bulk_transport,0.07135746357321422
12,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,1.5,1,ferrite_graphene,0.33426512231153216
12,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,1.5,1,graphene_sheet,0.00085
13,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,0.05,1,diamond_collector,0.0
13,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,0.05,1,diamond_ferrite,0.3500629638069672
13,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,0.05,1,ferrite_bulk_transport,0.03700179962451414
13,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,0.05,1,ferrite_graphene,0.33552830721794613
13,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,0.05,1,graphene_sheet,0.00085
14,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,0.3,1,diamond_collector,0.0
14,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,0.3,1,diamond_ferrite,0.3501072191738415
14,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,0.3,1,ferrite_bulk_transport,0.05772508346137055
14,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,0.3,1,ferrite_graphene,0.3345393583112919
14,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,0.3,1,graphene_sheet,0.00085
15,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,1.5,1,diamond_collector,0.0
15,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,1.5,1,diamond_ferrite,0.35013651777388444
15,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,1.5,1,ferrite_bulk_transport,0.15719684587828134
15,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,1.5,1,ferrite_graphene,0.3342465452677062
15,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,1.5,1,graphene_sheet,0.00085
16,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,0.05,1,diamond_collector,0.0
16,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,0.05,1,diamond_ferrite,0.3500697553490708
16,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,0.05,1,ferrite_bulk_transport,0.05913584780367833
16,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,0.05,1,ferrite_graphene,0.3356769668638517
16,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,0.05,1,graphene_sheet,0.00085
17,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,0.3,1,diamond_collector,0.0
17,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,0.3,1,diamond_ferrite,0.3501396493054222
17,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,0.3,1,ferrite_bulk_transport,0.08814842015540328
17,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,0.3,1,ferrite_graphene,0.3346581265933541
17,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,0.3,1,graphene_sheet,0.00085
18,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,1.5,1,diamond_collector,0.0
18,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,1.5,1,diamond_ferrite,0.35018951264624704
18,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,1.5,1,ferrite_bulk_transport,0.22740876744368313
18,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,1.5,1,ferrite_graphene,0.3342854143180448
18,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,1.5,1,graphene_sheet,0.00085
19,multi_ferrite_graphene,Ni63,Fe3O4,2.0,0.05,3,diamond_collector,0.0
19,multi_ferrite_graphene,Ni63,Fe3O4,2.0,0.05,3,diamond_ferrite,0.35009390184267547
19,multi_ferrite_graphene,Ni63,Fe3O4,2.0,0.05,3,ferrite_bulk_transport,0.07126074635732144
19,multi_ferrite_graphene,Ni63,Fe3O4,2.0,0.05,3,ferrite_graphene,0.3362149698689668
19,multi_ferrite_graphene,Ni63,Fe3O4,2.0,0.05,3,graphene_sheet,0.00085
19,multi_ferrite_graphene,Ni63,Fe3O4,2.0,0.05,3,internal_ferrite_interfaces,0.05
20,multi_ferrite_graphene,Ni63,Fe3O4,2.0,0.3,3,diamond_collector,0.0
20,multi_ferrite_graphene,Ni63,Fe3O4,2.0,0.3,3,diamond_ferrite,0.3501579465382684
20,multi_ferrite_graphene,Ni63,Fe3O4,2.0,0.3,3,ferrite_bulk_transport,0.07131447814392854
20,multi_ferrite_graphene,Ni63,Fe3O4,2.0,0.3,3,ferrite_graphene,0.3347268099264268
20,multi_ferrite_graphene,Ni63,Fe3O4,2.0,0.3,3,graphene_sheet,0.00085
20,multi_ferrite_graphene,Ni63,Fe3O4,2.0,0.3,3,internal_ferrite_interfaces,0.05
21,multi_ferrite_graphene,Ni63,Fe3O4,2.0,1.5,3,diamond_collector,0.0
21,multi_ferrite_graphene,Ni63,Fe3O4,2.0,1.5,3,diamond_ferrite,0.350161729980977
21,multi_ferrite_graphene,Ni63,Fe3O4,2.0,1.5,3,ferrite_bulk_transport,0.07157239071964265
21,multi_ferrite_graphene,Ni63,Fe3O4,2.0,1.5,3,ferrite_graphene,0.33426537550080937
21,multi_ferrite_graphene,Ni63,Fe3O4,2.0,1.5,3,graphene_sheet,0.00085
21,multi_ferrite_graphene,Ni63,Fe3O4,2.0,1.5,3,internal_ferrite_interfaces,0.05
22,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,0.05,3,diamond_collector,0.0
22,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,0.05,3,diamond_ferrite,0.3500851069798096
22,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,0.05,3,ferrite_bulk_transport,0.045291113159256706
22,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,0.05,3,ferrite_graphene,0.33601271458498794
22,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,0.05,3,graphene_sheet,0.00085
22,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,0.05,3,internal_ferrite_interfaces,0.05
23,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,0.3,3,diamond_collector,0.0
23,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,0.3,3,diamond_ferrite,0.35013396134274893
23,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,0.3,3,ferrite_bulk_transport,0.10746096466982594
23,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,0.3,3,ferrite_graphene,0.3346372983703544
23,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,0.3,3,graphene_sheet,0.00085
23,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,0.3,3,internal_ferrite_interfaces,0.05
24,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,1.5,3,diamond_collector,0.0
24,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,1.5,3,diamond_ferrite,0.3501367740792047
24,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,1.5,3,ferrite_bulk_transport,0.21285714285714286
24,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,1.5,3,ferrite_graphene,0.3342467332498488
24,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,1.5,3,graphene_sheet,0.00085
24,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,1.5,3,internal_ferrite_interfaces,0.05
25,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,0.05,3,diamond_collector,0.0
25,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,0.05,3,diamond_ferrite,0.3501039538318417
25,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,0.05,3,ferrite_bulk_transport,0.07074087674436831
25,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,0.05,3,ferrite_graphene,0.33642436841875256
25,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,0.05,3,graphene_sheet,0.00085
25,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,0.05,3,internal_ferrite_interfaces,0.05
26,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,0.3,3,diamond_collector,0.0
26,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,0.3,3,diamond_ferrite,0.35018503933634654
26,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,0.3,3,ferrite_bulk_transport,0.1577785937995432
26,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,0.3,3,ferrite_graphene,0.33482429501550365
26,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,0.3,3,graphene_sheet,0.00085
26,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,0.3,3,internal_ferrite_interfaces,0.05
27,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,1.5,3,diamond_collector,0.0
27,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,1.5,3,diamond_ferrite,0.3501899624682792
27,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,1.5,3,ferrite_bulk_transport,0.2333333333333333
27,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,1.5,3,ferrite_graphene,0.33428574424823543
27,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,1.5,3,graphene_sheet,0.00085
27,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,1.5,3,internal_ferrite_interfaces,0.05
28,baseline,Ni63,,2.0,0.0,1,diamond_collector,0.35083411236255924
29,diamond_ferrite,Ni63,Fe3O4,2.0,0.05,1,diamond_collector,0.0
29,diamond_ferrite,Ni63,Fe3O4,2.0,0.05,1,diamond_ferrite,0.3510366151726692
29,diamond_ferrite,Ni63,Fe3O4,2.0,0.05,1,ferrite_bulk_transport,0.07125358211910715
30,diamond_ferrite,Ni63,Fe3O4,2.0,0.3,1,diamond_collector,0.0
30,diamond_ferrite,Ni63,Fe3O4,2.0,0.3,1,diamond_ferrite,0.35120133015136445
30,diamond_ferrite,Ni63,Fe3O4,2.0,0.3,1,ferrite_bulk_transport,0.07127149271464285
31,diamond_ferrite,Ni63,Fe3O4,2.0,1.5,1,diamond_collector,0.0
31,diamond_ferrite,Ni63,Fe3O4,2.0,1.5,1,diamond_ferrite,0.35131430243080747
31,diamond_ferrite,Ni63,Fe3O4,2.0,1.5,1,ferrite_bulk_transport,0.07135746357321422
32,diamond_ferrite,Ni63,NiFe2O4,2.0,0.05,1,diamond_collector,0.0
32,diamond_ferrite,Ni63,NiFe2O4,2.0,0.05,1,diamond_ferrite,0.3510272577028935
32,diamond_ferrite,Ni63,NiFe2O4,2.0,0.05,1,ferrite_bulk_transport,0.03700179962451414
33,diamond_ferrite,Ni63,NiFe2O4,2.0,0.3,1,diamond_collector,0.0
33,diamond_ferrite,Ni63,NiFe2O4,2.0,0.3,1,diamond_ferrite,0.35115601216146264
33,diamond_ferrite,Ni63,NiFe2O4,2.0,0.3,1,ferrite_bulk_transport,0.05772508346137055
34,diamond_ferrite,Ni63,NiFe2O4,2.0,1.5,1,diamond_collector,0.0
34,diamond_ferrite,Ni63,NiFe2O4,2.0,1.5,1,diamond_ferrite,0.35124117944878064
34,diamond_ferrite,Ni63,NiFe2O4,2.0,1.5,1,ferrite_bulk_transport,0.15719684587828134
35,diamond_ferrite,Ni63,CoFe2O4,2.0,0.05,1,diamond_collector,0.0
35,diamond_ferrite,Ni63,CoFe2O4,2.0,0.05,1,diamond_ferrite,0.35104702848786307
35,diamond_ferrite,Ni63,CoFe2O4,2.0,0.05,1,ferrite_bulk_transport,0.05913584780367833
36,diamond_ferrite,Ni63,CoFe2O4,2.0,0.3,1,diamond_collector,0.0
36,diamond_ferrite,Ni63,CoFe2O4,2.0,0.3,1,diamond_ferrite,0.35125027928451275
36,diamond_ferrite,Ni63,CoFe2O4,2.0,0.3,1,ferrite_bulk_transport,0.08814842015540328
37,diamond_ferrite,Ni63,CoFe2O4,2.0,1.5,1,diamond_collector,0.0
37,diamond_ferrite,Ni63,CoFe2O4,2.0,1.5,1,diamond_ferrite,0.3513950947299764
37,diamond_ferrite,Ni63,CoFe2O4,2.0,1.5,1,ferrite_bulk_transport,0.22740876744368313
38,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,0.05,1,diamond_collector,0.0
38,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,0.05,1,diamond_ferrite,0.3510366151726692
38,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,0.05,1,ferrite_bulk_transport,0.07125358211910715
38,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,0.05,1,ferrite_graphene,0.35609308369408404
38,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,0.05,1,graphene_sheet,0.00085
39,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,0.3,1,diamond_collector,0.0
39,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,0.3,1,diamond_ferrite,0.35120133015136445
39,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,0.3,1,ferrite_bulk_transport,0.07127149271464285
39,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,0.3,1,ferrite_graphene,0.33852746783837967
39,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,0.3,1,graphene_sheet,0.00085
40,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,1.5,1,diamond_collector,0.0
40,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,1.5,1,diamond_ferrite,0.35131430243080747
40,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,1.5,1,ferrite_bulk_transport,0.07135746357321422
40,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,1.5,1,ferrite_graphene,0.3351112009503473
40,diamond_ferrite_graphene,Ni63,Fe3O4,2.0,1.5,1,graphene_sheet,0.00085
41,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,0.05,1,diamond_collector,0.0
41,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,0.05,1,diamond_ferrite,0.3510272577028935
41,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,0.05,1,ferrite_bulk_transport,0.03700179962451414
41,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,0.05,1,ferrite_graphene,0.35589313337313744
41,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,0.05,1,graphene_sheet,0.00085
42,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,0.3,1,diamond_collector,0.0
42,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,0.3,1,diamond_ferrite,0.35115601216146264
42,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,0.3,1,ferrite_bulk_transport,0.05772508346137055
42,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,0.3,1,ferrite_graphene,0.3383615116980778
42,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,0.3,1,graphene_sheet,0.00085
43,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,1.5,1,diamond_collector,0.0
43,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,1.5,1,diamond_ferrite,0.35124117944878064
43,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,1.5,1,ferrite_bulk_transport,0.15719684587828134
43,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,1.5,1,ferrite_graphene,0.3350571719415493
43,diamond_ferrite_graphene,Ni63,NiFe2O4,2.0,1.5,1,graphene_sheet,0.00085
44,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,0.05,1,diamond_collector,0.0
44,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,0.05,1,diamond_ferrite,0.35104702848786307
44,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,0.05,1,ferrite_bulk_transport,0.05913584780367833
44,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,0.05,1,ferrite_graphene,0.35629558538204636
44,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,0.05,1,graphene_sheet,0.00085
45,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,0.3,1,diamond_collector,0.0
45,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,0.3,1,diamond_ferrite,0.35125027928451275
45,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,0.3,1,ferrite_bulk_transport,0.08814842015540328
45,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,0.3,1,ferrite_graphene,0.33870316023921254
45,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,0.3,1,graphene_sheet,0.00085
46,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,1.5,1,diamond_collector,0.0
46,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,1.5,1,diamond_ferrite,0.3513950947299764
46,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,1.5,1,ferrite_bulk_transport,0.22740876744368313
46,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,1.5,1,ferrite_graphene,0.3351701875575234
46,diamond_ferrite_graphene,Ni63,CoFe2O4,2.0,1.5,1,graphene_sheet,0.00085
47,multi_ferrite_graphene,Ni63,Fe3O4,2.0,0.05,3,diamond_collector,0.0
47,multi_ferrite_graphene,Ni63,Fe3O4,2.0,0.05,3,diamond_ferrite,0.35111816388893047
47,multi_ferrite_graphene,Ni63,Fe3O4,2.0,0.05,3,ferrite_bulk_transport,0.07126074635732144
47,multi_ferrite_graphene,Ni63,Fe3O4,2.0,0.05,3,ferrite_graphene,0.3577481316076058
47,multi_ferrite_graphene,Ni63,Fe3O4,2.0,0.05,3,graphene_sheet,0.00085
47,multi_ferrite_graphene,Ni63,Fe3O4,2.0,0.05,3,internal_ferrite_interfaces,0.05
48,multi_ferrite_graphene,Ni63,Fe3O4,2.0,0.3,3,diamond_collector,0.0
48,multi_ferrite_graphene,Ni63,Fe3O4,2.0,0.3,3,diamond_ferrite,0.3513043159975637
48,multi_ferrite_graphene,Ni63,Fe3O4,2.0,0.3,3,ferrite_bulk_transport,0.07131447814392854
48,multi_ferrite_graphene,Ni63,Fe3O4,2.0,0.3,3,ferrite_graphene,0.33890053494730743
48,multi_ferrite_graphene,Ni63,Fe3O4,2.0,0.3,3,graphene_sheet,0.00085
48,multi_ferrite_graphene,Ni63,Fe3O4,2.0,0.3,3,internal_ferrite_interfaces,0.05
49,multi_ferrite_graphene,Ni63,Fe3O4,2.0,1.5,3,diamond_collector,0.0
49,multi_ferrite_graphene,Ni63,Fe3O4,2.0,1.5,3,diamond_ferrite,0.3513153050422191
49,multi_ferrite_graphene,Ni63,Fe3O4,2.0,1.5,3,ferrite_bulk_transport,0.07157239071964265
49,multi_ferrite_graphene,Ni63,Fe3O4,2.0,1.5,3,ferrite_graphene,0.3351119371373559
49,multi_ferrite_graphene,Ni63,Fe3O4,2.0,1.5,3,graphene_sheet,0.00085
49,multi_ferrite_graphene,Ni63,Fe3O4,2.0,1.5,3,internal_ferrite_interfaces,0.05
50,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,0.05,3,diamond_collector,0.0
50,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,0.05,3,diamond_ferrite,0.35109169926598705
50,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,0.05,3,ferrite_bulk_transport,0.045291113159256706
50,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,0.05,3,ferrite_graphene,0.3572027511908808
50,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,0.05,3,graphene_sheet,0.00085
50,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,0.05,3,internal_ferrite_interfaces,0.05
51,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,0.3,3,diamond_collector,0.0
51,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,0.3,3,diamond_ferrite,0.35123375033525334
51,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,0.3,3,ferrite_bulk_transport,0.10746096466982594
51,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,0.3,3,ferrite_graphene,0.33864327747848044
51,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,0.3,3,graphene_sheet,0.00085
51,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,0.3,3,internal_ferrite_interfaces,0.05
52,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,1.5,3,diamond_collector,0.0
52,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,1.5,3,diamond_ferrite,0.3512419242623796
52,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,1.5,3,ferrite_bulk_transport,0.21285714285714286
52,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,1.5,3,ferrite_graphene,0.3350577187963648
52,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,1.5,3,graphene_sheet,0.00085
52,multi_ferrite_graphene,Ni63,NiFe2O4,2.0,1.5,3,internal_ferrite_interfaces,0.05
53,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,0.05,3,diamond_collector,0.0
53,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,0.05,3,diamond_ferrite,0.35114651694065846
53,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,0.05,3,ferrite_bulk_transport,0.07074087674436831
53,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,0.05,3,ferrite_graphene,0.3583119268681212
53,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,0.05,3,graphene_sheet,0.00085
53,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,0.05,3,internal_ferrite_interfaces,0.05
54,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,0.3,3,diamond_collector,0.0
54,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,0.3,3,diamond_ferrite,0.3513821093647836
54,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,0.3,3,ferrite_bulk_transport,0.1577785937995432
54,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,0.3,3,ferrite_graphene,0.3391804264183964
54,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,0.3,3,graphene_sheet,0.00085
54,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,0.3,3,internal_ferrite_interfaces,0.05
55,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,1.5,3,diamond_collector,0.0
55,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,1.5,3,diamond_ferrite,0.3513964004297106
55,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,1.5,3,ferrite_bulk_transport,0.2333333333333333
55,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,1.5,3,ferrite_graphene,0.33517114636792683
55,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,1.5,3,graphene_sheet,0.00085
55,multi_ferrite_graphene,Ni63,CoFe2O4,2.0,1.5,3,internal_ferrite_interfaces,0.05
56,baseline,Ni63,,2.0,0.0,1,diamond_collector,0.3500826619397274
57,diamond_ferrite,Ni63,Fe3O4,2.0,0.05,1,diamond_collector,0.0
57,diamond_ferrite,Ni63,Fe3O4,2.0,0.05,1,diamond_ferrite,0.35025882395417457
57,diamond_ferrite,Ni63,Fe3O4,2.0,0.05,1,ferrite_bulk_transport,0.07125358211910715
58,diamond_ferrite,Ni63,Fe3O4,2.0,0.3,1,diamond_collector,0.0
58,diamond_ferrite,Ni63,Fe3O4,2.0,0.3,1,diamond_ferrite,0.35033704171145946
58,diamond_ferrite,Ni63,Fe3O4,2.0,0.3,1,ferrite_bulk_transport,0.07127149271464285
59,diamond_ferrite,Ni63,Fe3O4,2.0,1.5,1,diamond_collector,0.0
59,diamond_ferrite,Ni63,Fe3O4,2.0,1.5,1,diamond_ferrite,0.35039073197466525
59,diamond_ferrite,Ni63,Fe3O4,2.0,1.5,1,ferrite_bulk_transport,0.07135746357321422
60,diamond_ferrite,Ni63,NiFe2O4,2.0,0.05,1,diamond_collector,0.0
60,diamond_ferrite,Ni63,NiFe2O4,2.0,0.05,1,diamond_ferrite,0.3502546252031542
