architecture,median_power_ratio_vs_baseline,rank_1_loss,rank_1_loss_fraction,rank_2_loss,rank_2_loss_fraction,rank_3_loss,rank_3_loss_fraction
embedded_graphene_fingers,2.3813283008724033,trap_density,0.2791964038974266,interface_losses,0.15799010467367475,bulk_recombination,0.054907372398416754
baseline,1.0,bulk_recombination,0.29576895776947254,trap_density,0.27947811012478524,interface_losses,0.18245494713175986
diamond_ideal_defect_sink,0.15861627253094257,bulk_recombination,0.7276096659679905,interface_losses,0.32993667546206773,trap_density,0.2768175674643063
composite_layer,0.15232851917146903,bulk_recombination,0.7895799068603606,trap_density,0.2789077312916167,interface_losses,0.22131199664743195
diamond_high_entropy_alloy,0.005088973543249318,bulk_recombination,0.9491779868767303,interface_losses,0.33510477385507065,trap_density,0.2787181086610818
graded_interface,7.074608328529586e-08,bulk_recombination,0.9996780430065814,interface_losses,0.31525588891625733,trap_density,0.2783709651429507
ferrite_transport,6.693997449368838e-08,bulk_recombination,0.9996780430065814,interface_losses,0.3351590962763804,trap_density,0.2783709651429507
ferrite_graphene,3.6978818711402615e-08,bulk_recombination,0.9996780430065814,interface_losses,0.5023403456404527,trap_density,0.2783709651429507
