geometry,source,diamond_um,pitch_um,ribbon_width_nm,graphene_layers,network_depth_fraction,mean_carrier_travel_um,graphene_interface_area_ratio,added_trap_density_cm3,interface_loss_fraction,trap_penalty_fraction,carrier_survival_fraction,collection_efficiency,current_density_A_cm2,voltage_V,power_density_W_cm2,net_power_ratio_vs_baseline,lifetime_years,manufacturability_score,geometry_departure_score,dominant_loss,dominant_loss_fraction
straight_fingers,Ni63,8.0,1.5,60.0,2,0.9,0.6646481582968417,15.126781407449354,67566426857937.05,0.24585084610517374,0.0794191469850753,0.9972495545866872,0.10698715855126356,2.2415457959008398e-09,0.22415457959008397,5.024527555120729e-10,1.6585293185137704,0.000777776134441569,0.5987321859255065,1.439104170643911,graphene_diamond_interface,0.24585084610517374
straight_fingers,Ni63,8.0,1.5,60.0,4,0.35,1.5851862777115038,9.291036506042968,50551042006847.3,0.2231201095191432,0.07911306700795565,0.9160199203599373,0.11112738461388863,2.3282899103387373e-09,0.23282899103387372,5.420933906585166e-10,1.7893777512741407,0.0007769085591205365,0.5170896349395702,1.5058207301208595,graphene_diamond_interface,0.2231201095191432
straight_fingers,Ni63,8.0,1.5,60.0,4,0.65,1.2229182972833599,17.170360751450435,79852279044456.31,0.25031162420710273,0.07963957089140958,0.9592264114579381,0.09821817802546905,2.0578221444075374e-09,0.20578221444075376,4.234631978014036e-10,1.3977953571962218,0.0007841340830189964,0.4382963924854955,1.6634072150290087,graphene_diamond_interface,0.25031162420710273
straight_fingers,Ni63,8.0,1.5,60.0,4,0.9,0.7765740357607699,23.736464289289984,104269976575797.12,0.26723309997649947,0.08007622052279577,0.993422766355407,0.08781482087364235,1.8398557846807453e-09,0.18398557846807453,3.385069308423201e-10,1.1173660869864834,0.0007901553529343796,0.40999999999999986,1.7947292857857997,graphene_diamond_interface,0.26723309997649947
straight_fingers,Ni63,8.0,1.5,120.0,1,0.35,1.4,3.813333333333333,30180833333333.336,0.1973278421494746,0.0787454082244995,0.9399005520366579,0.12183051121199703,2.552536901789479e-09,0.2552536901789479,6.515444634997032e-10,2.150661098332096,0.0007718853776965518,0.7818666666666666,1.1562666666666668,graphene_diamond_interface,0.1973278421494746
straight_fingers,Ni63,8.0,1.5,120.0,1,0.65,0.9893066666666666,7.013333333333334,42080833333333.336,0.21326027632255226,0.07896035278269761,0.981188472738744,0.12442711646560087,2.6069397821785385e-09,0.26069397821785384,6.796135027905086e-10,2.243313241435324,0.0007748198522472784,0.7498666666666666,1.2202666666666668,graphene_diamond_interface,0.21326027632255226
straight_fingers,Ni63,8.0,1.5,120.0,1,0.9,0.5938399999999999,9.68,51997500000000.0,0.2246981148944112,0.07913912283427253,0.998655022701274,0.12144788515284854,2.5445202963772003e-09,0.25445202963772,6.474583538675515e-10,2.137173397151756,0.0007772652477062173,0.7232,1.2736,graphene_diamond_interface,0.2246981148944112
straight_fingers,Ni63,8.0,1.5,120.0,2,0.35,1.4694316485319059,5.983761386625885,44879529654484.54,0.2059934815993067,0.07901083775380704,0.9310340990514068,0.11931646504268363,2.4998637614067024e-09,0.24998637614067024,6.249318825594467e-10,2.0628165293720686,0.0007802318190871367,0.6901623861337411,1.3128123127223654,graphene_diamond_interface,0.2059934815993067
straight_fingers,Ni63,8.0,1.5,120.0,2,0.65,1.081117291102797,11.005099613165092,63552631184427.22,0.2274151073438492,0.0793470292115834,0.973390282485001,0.11552014807193822,2.4203250722695018e-09,0.2420325072269502,5.857973455456369e-10,1.933638658832345,0.0007848645396213654,0.6399490038683491,1.4132390772531496,graphene_diamond_interface,0.2274151073438492
straight_fingers,Ni63,8.0,1.5,120.0,2,0.9,0.6654641257586542,15.189548135281095,79113549126046.11,0.24185232874267631,0.07962633082163145,0.9972069521157797,0.10816473430161673,2.266217822042128e-09,0.2266217822042128,5.135743216941366e-10,1.6952401204317444,0.000788725140066556,0.598104518647189,1.4969280476954696,graphene_diamond_interface,0.24185232874267631
