case_id,architecture,loss_channel,loss_fraction
35,composite_layer,interface:surface_recombination_velocity,2.761702300461894e-06
35,composite_layer,interface:composite_percolation_disorder,0.0
36,composite_layer,interface_losses,0.12323797181393237
36,composite_layer,bulk_recombination,0.24111882092564763
36,composite_layer,trap_density,0.2795846565410563
36,composite_layer,carrier_mobility,0.0
36,composite_layer,thermal_effects,0.0
36,composite_layer,interface:band_alignment_mismatch,0.08127291320704487
36,composite_layer,interface:interface_trap_states,0.010059880239520959
36,composite_layer,interface:carrier_scattering,0.004
36,composite_layer,interface:contact_resistance,0.03210522081971587
36,composite_layer,interface:surface_recombination_velocity,2.761702300461894e-06
36,composite_layer,interface:composite_percolation_disorder,0.0
37,composite_layer,interface_losses,0.29859376906859136
37,composite_layer,bulk_recombination,0.9414566427782927
37,composite_layer,trap_density,0.27886001330816296
37,composite_layer,carrier_mobility,0.09854309013512516
37,composite_layer,thermal_effects,0.0
37,composite_layer,interface:band_alignment_mismatch,0.08127291320704487
37,composite_layer,interface:interface_trap_states,0.010059880239520959
37,composite_layer,interface:carrier_scattering,0.004
37,composite_layer,interface:contact_resistance,0.03210522081971587
37,composite_layer,interface:surface_recombination_velocity,7.597119394738221e-06
37,composite_layer,interface:composite_percolation_disorder,0.2
38,composite_layer,interface_losses,0.2985936583536447
38,composite_layer,bulk_recombination,0.989302222706216
38,composite_layer,trap_density,0.27888361678049634
38,composite_layer,carrier_mobility,0.1412646899038708
38,composite_layer,thermal_effects,0.0
38,composite_layer,interface:band_alignment_mismatch,0.08127291320704487
38,composite_layer,interface:interface_trap_states,0.010059880239520959
38,composite_layer,interface:carrier_scattering,0.004
38,composite_layer,interface:contact_resistance,0.03210522081971587
38,composite_layer,interface:surface_recombination_velocity,7.439273483679153e-06
38,composite_layer,interface:composite_percolation_disorder,0.2
39,composite_layer,interface_losses,0.29859544725592335
39,composite_layer,bulk_recombination,0.9907400546506228
39,composite_layer,trap_density,0.27850266296869775
39,composite_layer,carrier_mobility,0.1518764234684585
39,composite_layer,thermal_effects,0.0
39,composite_layer,interface:band_alignment_mismatch,0.08127291320704487
39,composite_layer,interface:interface_trap_states,0.010059880239520959
39,composite_layer,interface:carrier_scattering,0.004
39,composite_layer,interface:contact_resistance,0.03210522081971587
39,composite_layer,interface:surface_recombination_velocity,9.989705186886006e-06
39,composite_layer,interface:composite_percolation_disorder,0.2
40,composite_layer,interface_losses,0.15393660653803598
40,composite_layer,bulk_recombination,0.9924309327410612
40,composite_layer,trap_density,0.2774747271715849
40,composite_layer,carrier_mobility,0.16939153381630298
40,composite_layer,thermal_effects,0.0
40,composite_layer,interface:band_alignment_mismatch,0.08127291320704487
40,composite_layer,interface:interface_trap_states,0.010059880239520959
40,composite_layer,interface:carrier_scattering,0.004
40,composite_layer,interface:contact_resistance,0.03210522081971587
40,composite_layer,interface:surface_recombination_velocity,1.690193750433574e-05
40,composite_layer,interface:composite_percolation_disorder,0.034999999999999996
41,composite_layer,interface_losses,0.1539384488799076
41,composite_layer,bulk_recombination,0.9995178626706909
41,composite_layer,trap_density,0.27715226853979513
41,composite_layer,carrier_mobility,0.25483473335379436
41,composite_layer,thermal_effects,0.0
41,composite_layer,interface:band_alignment_mismatch,0.08127291320704487
41,composite_layer,interface:interface_trap_states,0.010059880239520959
41,composite_layer,interface:carrier_scattering,0.004
41,composite_layer,interface:contact_resistance,0.03210522081971587
41,composite_layer,interface:surface_recombination_velocity,1.9079446597271345e-05
41,composite_layer,interface:composite_percolation_disorder,0.034999999999999996
42,composite_layer,interface_losses,0.1539516387314801
42,composite_layer,bulk_recombination,0.9996090791509451
42,composite_layer,trap_density,0.2748625702150344
42,composite_layer,carrier_mobility,0.2760582004829697
42,composite_layer,thermal_effects,0.0
42,composite_layer,interface:band_alignment_mismatch,0.08127291320704487
42,composite_layer,interface:interface_trap_states,0.010059880239520959
42,composite_layer,interface:carrier_scattering,0.004
42,composite_layer,interface:contact_resistance,0.03210522081971587
42,composite_layer,interface:surface_recombination_velocity,3.466885602030226e-05
42,composite_layer,interface:composite_percolation_disorder,0.034999999999999996
43,composite_layer,interface_losses,0.12323797181393237
43,composite_layer,bulk_recombination,0.24111882092564763
43,composite_layer,trap_density,0.2795846565410563
43,composite_layer,carrier_mobility,0.0
43,composite_layer,thermal_effects,0.0
43,composite_layer,interface:band_alignment_mismatch,0.08127291320704487
43,composite_layer,interface:interface_trap_states,0.010059880239520959
43,composite_layer,interface:carrier_scattering,0.004
43,composite_layer,interface:contact_resistance,0.03210522081971587
43,composite_layer,interface:surface_recombination_velocity,2.761702300461894e-06
43,composite_layer,interface:composite_percolation_disorder,0.0
44,composite_layer,interface_losses,0.2985916127134216
44,composite_layer,bulk_recombination,0.025500481691197008
44,composite_layer,trap_density,0.2793203553161498
44,composite_layer,carrier_mobility,0.0
44,composite_layer,thermal_effects,0.0
44,composite_layer,interface:band_alignment_mismatch,0.08127291320704487
44,composite_layer,interface:interface_trap_states,0.010059880239520959
44,composite_layer,interface:carrier_scattering,0.004
44,composite_layer,interface:contact_resistance,0.03210522081971587
44,composite_layer,interface:surface_recombination_velocity,4.522811393740601e-06
44,composite_layer,interface:composite_percolation_disorder,0.2
45,composite_layer,interface_losses,0.1539281203476377
45,composite_layer,bulk_recombination,2.51687559682523e-13
45,composite_layer,trap_density,0.2789684874922038
45,composite_layer,carrier_mobility,0.0
45,composite_layer,thermal_effects,0.0
45,composite_layer,interface:band_alignment_mismatch,0.08127291320704487
45,composite_layer,interface:interface_trap_states,0.010059880239520959
45,composite_layer,interface:carrier_scattering,0.004
45,composite_layer,interface:contact_resistance,0.03210522081971587
45,composite_layer,interface:surface_recombination_velocity,6.871900711817193e-06
