architecture,source,ferrite,healing_mode,mixture_kind,composition_fraction,diamond_um,interlayer_um,temperature_K,electric_field_V_cm,surface_recombination_cm_s,collection_efficiency,power_density_W_cm2,current_density_A_cm2,voltage_V,lifetime_years,interface_loss_fraction,healing_benefit,carrier_survival_fraction,bulk_recombination_fraction,trap_loss_fraction,mobility_loss_fraction,thermal_loss_fraction,peak_temperature_K,mobility_cm2_Vs,thermal_conductivity_W_mK,effective_traps_cm3,damage_rate_cm3_s,healing_rate_s,defects_cm3
ferrite_transport,Ni63,NiFe2O4,none,none,0.0,8.0,0.5,300.0,50000.0,100000.0,1.6410104743140516e-05,1.1821011280859457e-17,3.438169757509147e-13,3.4381697573372386e-05,0.4739491938043422,0.3337502007917096,0.0,0.0002614398745568458,0.9997385601254432,0.2787848207602622,0.25483473335379436,0.0,300.0000000010146,0.02,4.0,1.835349463806911e+18,122710863820.04414,0.0,1.815249463806911e+18
ferrite_transport,Ni63,CoFe2O4,none,none,0.0,8.0,0.5,300.0,50000.0,100000.0,1.0702844555438053e-05,5.028406295370666e-18,2.242410822222834e-13,2.2424108221107135e-05,0.3624450383947629,0.3368716448723994,0.0,0.0001762480621936291,0.9998237519378064,0.2784130965357011,0.2760582004829697,0.0,300.0000000012683,0.008,3.2,1.403554042444304e+18,122710863820.04414,0.0,1.363454042444304e+18
ferrite_graphene,Ni63,Fe3O4,none,none,0.0,8.0,0.1,300.0,50000.0,100000.0,0.00020554420130595828,1.8545663864522286e-15,4.306467678440136e-12,0.0004306467678224812,0.42184422891870993,0.5368670438149501,0.0,0.004225731571913305,0.9957742684280867,0.2786993723622124,0.16939153381630298,0.0,300.0000000007735,0.8,5.0,1.7142454259162678e+18,128770659564.24387,0.0,1.6341454259162678e+18
ferrite_graphene,Ni63,NiFe2O4,none,none,0.0,8.0,0.1,300.0,50000.0,100000.0,1.1789982307424912e-05,6.101803705834501e-18,2.4701829296915626e-13,2.4701829295680534e-05,0.47370493504738576,0.5301030959447823,0.0,0.0002663434801088993,0.9997336565198911,0.27884117436562,0.25483473335379436,0.0,300.00000000096685,0.02,4.0,1.9249914126368822e+18,128770659564.24387,0.0,1.9048914126368822e+18
ferrite_graphene,Ni63,CoFe2O4,none,none,0.0,8.0,0.1,300.0,50000.0,100000.0,7.589826117500108e-06,2.5286899254308866e-18,1.590185500360672e-13,1.590185500281163e-05,0.3619577360985462,0.5391890769331149,0.0,0.00017987685207743187,0.9998201231479226,0.27848534548728293,0.2760582004829697,0.0,300.0000000012086,0.008,3.2,1.470885106268714e+18,128770659564.24387,0.0,1.430785106268714e+18
ferrite_graphene,Ni63,Fe3O4,none,none,0.0,8.0,0.5,300.0,50000.0,100000.0,0.00021483785327992613,2.0260657446581256e-15,4.501184005080695e-12,0.0004501184004855636,0.422817618293447,0.5112997434142553,0.0,0.004185371382814274,0.9958146286171857,0.27863858295447397,0.16939153381630298,0.0,300.0000000008117,0.8,5.0,1.6373444646966787e+18,122710863820.04414,0.0,1.5572444646966787e+18
ferrite_graphene,Ni63,NiFe2O4,none,none,0.0,8.0,0.5,300.0,50000.0,100000.0,1.2161220995946406e-05,6.492116235011197e-18,2.5479631542343393e-13,2.547963154106941e-05,0.4739491938043422,0.5062547635435553,0.0,0.0002614398745568458,0.9997385601254432,0.2787848207602622,0.25483473335379436,0.0,300.0000000010146,0.02,4.0,1.835349463806911e+18,122710863820.04414,0.0,1.815249463806911e+18
ferrite_graphene,Ni63,CoFe2O4,none,none,0.0,8.0,0.5,300.0,50000.0,100000.0,7.893406641902753e-06,2.73502234690968e-18,1.6537902971799147e-13,1.6537902970972253e-05,0.3624450383947629,0.5109391960533789,0.0,0.0001762480621936291,0.9998237519378064,0.2784130965357011,0.2760582004829697,0.0,300.0000000012683,0.008,3.2,1.403554042444304e+18,122710863820.04414,0.0,1.363454042444304e+18
graded_interface,Ni63,Fe3O4,none,none,0.0,8.0,0.1,300.0,50000.0,100000.0,0.00030323954006574583,4.036487241505152e-15,6.353335534746277e-12,0.0006353335534428611,0.42184422891870993,0.3167395444360186,0.0,0.004225731571913305,0.9957742684280867,0.2786993723622124,0.16939153381630298,0.0,300.0000000007735,0.8,5.0,1.7142454259162678e+18,128770659564.24387,0.0,1.6341454259162678e+18
graded_interface,Ni63,NiFe2O4,none,none,0.0,8.0,0.1,300.0,50000.0,100000.0,1.7193363684320015e-05,1.2976382095473955e-17,3.6022745725614497e-13,3.6022745723813356e-05,0.47370493504738576,0.31474805009084283,0.0,0.0002663434801088993,0.9997336565198911,0.27884117436562,0.25483473335379436,0.0,300.00000000096685,0.02,4.0,1.9249914126368822e+18,128770659564.24387,0.0,1.9048914126368822e+18
graded_interface,Ni63,CoFe2O4,none,none,0.0,8.0,0.1,300.0,50000.0,100000.0,1.1268000013949008e-05,5.5734691719313616e-18,2.3608195975571776e-13,2.360819597439137e-05,0.3619577360985462,0.3158713510480575,0.0,0.00017987685207743187,0.9998201231479226,0.27848534548728293,0.2760582004829697,0.0,300.0000000012086,0.008,3.2,1.470885106268714e+18,128770659564.24387,0.0,1.430785106268714e+18
graded_interface,Ni63,Fe3O4,none,none,0.0,8.0,0.5,300.0,50000.0,100000.0,0.0003003691919268052,3.960433249617356e-15,6.2931973191815445e-12,0.0006293197318866884,0.422817618293447,0.31673818685099364,0.0,0.004185371382814274,0.9958146286171857,0.27863858295447397,0.16939153381630298,0.0,300.0000000008117,0.8,5.0,1.6373444646966787e+18,122710863820.04414,0.0,1.5572444646966787e+18
graded_interface,Ni63,NiFe2O4,none,none,0.0,8.0,0.5,300.0,50000.0,100000.0,1.6878145265732972e-05,1.2504932921217332e-17,3.536231457617357e-13,3.5362314574405456e-05,0.4739491938043422,0.31474776850504704,0.0,0.0002614398745568458,0.9997385601254432,0.2787848207602622,0.25483473335379436,0.0,300.0000000010146,0.02,4.0,1.835349463806911e+18,122710863820.04414,0.0,1.815249463806911e+18
graded_interface,Ni63,CoFe2O4,none,none,0.0,8.0,0.5,300.0,50000.0,100000.0,1.1041802909175748e-05,5.351948274927135e-18,2.313427819318064e-13,2.3134278192023924e-05,0.3624450383947629,0.31587041530145954,0.0,0.0001762480621936291,0.9998237519378064,0.2784130965357011,0.2760582004829697,0.0,300.0000000012683,0.008,3.2,1.403554042444304e+18,122710863820.04414,0.0,1.363454042444304e+18
composite_layer,Ni63,Fe3O4,none,diamond_ferrite,0.0,8.0,0.1,300.0,50000.0,100000.0,0.0840049314785051,3.097715218763455e-10,1.760032732342879e-09,0.17600327322548776,1.3088203121607294,0.1234774921356171,0.0,0.7588811790743524,0.24111882092564763,0.2795846565410563,0.0,0.0,300.0000000000032,1200.0,1200.0,5.385126945339667e+18,130380292808.7969,0.0,5.385016945339667e+18
composite_layer,Ni63,NiFe2O4,none,diamond_ferrite,0.0,8.0,0.1,300.0,50000.0,100000.0,0.0840049314785051,3.097715218763455e-10,1.760032732342879e-09,0.17600327322548776,1.3088203121607294,0.1234774921356171,0.0,0.7588811790743524,0.24111882092564763,0.2795846565410563,0.0,0.0,300.0000000000032,1200.0,1200.0,5.385126945339667e+18,130380292808.7969,0.0,5.385016945339667e+18
composite_layer,Ni63,CoFe2O4,none,diamond_ferrite,0.0,8.0,0.1,300.0,50000.0,100000.0,0.0840049314785051,3.097715218763455e-10,1.760032732342879e-09,0.17600327322548776,1.3088203121607294,0.1234774921356171,0.0,0.7588811790743524,0.24111882092564763,0.2795846565410563,0.0,0.0,300.0000000000032,1200.0,1200.0,5.385126945339667e+18,130380292808.7969,0.0,5.385016945339667e+18
composite_layer,Ni63,Fe3O4,none,diamond_ferrite,0.5,8.0,0.1,300.0,50000.0,100000.0,0.004675959386831899,9.597837362711625e-13,9.796855292996583e-11,0.009796855292506741,0.6281779683259665,0.299120134934722,0.0,0.05854335722170734,0.9414566427782927,0.27886001330816296,0.09854309013512516,0.0,300.00000000004934,17.041126723312637,77.45966692414831,1.9569352190158687e+18,98716507412.37482,0.0,1.9168252190158687e+18
composite_layer,Ni63,NiFe2O4,none,diamond_ferrite,0.5,8.0,0.1,300.0,50000.0,100000.0,0.0008139423080247752,2.9081658629484925e-14,1.7053345311386562e-11,0.0017053345310533896,0.6938821731754686,0.2991091117550444,0.0,0.010697777293783961,0.989302222706216,0.27888361678049634,0.1412646899038708,0.0,300.00000000005514,2.6944387170614963,69.2820323027551,1.9984794605169825e+18,91266204966.15784,0.0,1.9883694605169825e+18
composite_layer,Ni63,CoFe2O4,none,diamond_ferrite,0.5,8.0,0.1,300.0,50000.0,100000.0,0.0006960290720615413,2.126604287785692e-14,1.4582881361006892e-11,0.0014582881360277748,0.5625606887769222,0.2992870975995864,0.0,0.009259945349377241,0.9907400546506228,0.27850266296869775,0.1518764234684585,0.0,300.0000000000616,1.7041126723312634,61.96773353931865,1.4879891815751148e+18,83815902519.94087,0.0,1.4678791815751148e+18
composite_layer,Ni63,Fe3O4,none,diamond_ferrite,1.0,8.0,0.1,300.0,50000.0,100000.0,0.000672598535337618,1.9858377403484735e-14,1.409197551959187e-11,0.001409197551888727,0.4154174488636812,0.15534533804104145,0.0,0.0075690672589388,0.9924309327410612,0.2774747271715849,0.16939153381630298,0.0,300.000000000764,0.8,4.999999999999999,8.790328682092566e+17,67052722015.9527,0.0,8.509228682092566e+17
composite_layer,Ni63,NiFe2O4,none,diamond_ferrite,1.0,8.0,0.1,300.0,50000.0,100000.0,3.844506396201098e-05,6.488033762051888e-17,8.054833184105237e-13,8.054833183702494e-05,0.47307879412936665,0.15552765709896177,0.0,0.0004821373293091291,0.9995178626706909,0.27715226853979513,0.25483473335379436,0.0,300.0000000009549,0.02,4.0,7.785910221179372e+17,52152117123.51876,0.0,7.714810221179372e+17
composite_layer,Ni63,CoFe2O4,none,diamond_ferrite,1.0,8.0,0.1,300.0,50000.0,100000.0,3.0332964859232733e-05,4.038886506181125e-17,6.355223447199216e-13,6.355223446881455e-05,0.3640925697865229,0.1568262461972707,0.0,0.00039092084905489877,0.9996090791509451,0.2748625702150344,0.2760582004829697,0.0,300.00000000119365,0.007999999999999997,3.2,4.280156914563065e+17,37251512231.08482,0.0,4.139056914563065e+17
composite_layer,Ni63,Fe3O4,none,diamond_graphene,0.0,8.0,0.1,300.0,50000.0,100000.0,0.0840049314785051,3.097715218763455e-10,1.760032732342879e-09,0.17600327322548776,1.3088203121607294,0.1234774921356171,0.0,0.7588811790743524,0.24111882092564763,0.2795846565410563,0.0,0.0,300.0000000000032,1200.0,1200.0,5.385126945339667e+18,130380292808.7969,0.0,5.385016945339667e+18
composite_layer,Ni63,Fe3O4,none,diamond_graphene,0.5,8.0,0.1,300.0,50000.0,100000.0,0.08631485944667443,3.27041646764163e-10,1.8084292819475002e-09,0.18084292818570785,0.9132436821814263,0.2989052583514926,0.0,0.974499518308803,0.025500481691197008,0.2793203553161498,0.0,0.0,300.00000000000284,1905.2558883257661,1341.6407864998732,3.287839801630394e+18,114082756207.6973,0.0,3.287629801630394e+18
composite_layer,Ni63,Fe3O4,none,diamond_graphene,1.0,8.0,0.1,300.0,50000.0,100000.0,0.10686894337069382,5.013430012240715e-10,2.239069005745778e-09,0.22390690056338244,0.7011217724622578,0.15450256132309403,0.0,0.9999999999997483,2.51687559682523e-13,0.2789684874922038,0.0,0.0,300.00000000000256,10000.00000000001,1500.0,2.163568432830343e+18,97785219606.59769,0.0,2.163388432830343e+18
composite_layer,Ni63,Fe3O4,none,diamond_hea,0.0,8.0,0.1,300.0,50000.0,100000.0,0.0840049314785051,3.097715218763455e-10,1.760032732342879e-09,0.17600327322548776,1.3088203121607294,0.1234774921356171,0.0,0.7588811790743524,0.24111882092564763,0.2795846565410563,0.0,0.0,300.0000000000032,1200.0,1200.0,5.385126945339667e+18,130380292808.7969,0.0,5.385016945339667e+18
composite_layer,Ni63,Fe3O4,none,diamond_hea,0.5,8.0,0.1,300.0,50000.0,100000.0,0.02094610813500233,1.9259216183423853e-11,4.388532349702667e-10,0.04388532349483241,0.7609373706450058,0.29912942208451265,0.0,0.2518290528902969,0.7481709471097031,0.27884012813861014,0.06126468990387083,0.0,300.000000000026,85.20563361656316,146.96938456699075,1.9232478167336305e+18,80090751296.8324,0.0,1.9206378167336305e+18
composite_layer,Ni63,Fe3O4,none,diamond_hea,1.0,8.0,0.1,300.0,50000.0,100000.0,0.022165614550662693,2.1567086450337047e-11,4.6440377314805917e-10,0.0464403773124839,0.5372495162947124,0.15638696979546518,0.0,0.22859494558256377,0.7714050544174362,0.27563573005254693,0.09483473335379435,0.0,300.0000000002122,19.999999999999996,17.999999999999996,5.052588100576159e+17,29801209784.86786,0.0,5.033988100576159e+17
composite_layer,Ni63,Fe3O4,none,diamond_ferrite,0.0,8.0,0.5,300.0,50000.0,100000.0,0.0840049314785051,3.097715218763455e-10,1.760032732342879e-09,0.17600327322548776,1.3088203121607294,0.1234774921356171,0.0,0.7588811790743524,0.24111882092564763,0.2795846565410563,0.0,0.0,300.0000000000032,1200.0,1200.0,5.385126945339667e+18,130380292808.7969,0.0,5.385016945339667e+18
composite_layer,Ni63,NiFe2O4,none,diamond_ferrite,0.0,8.0,0.5,300.0,50000.0,100000.0,0.0840049314785051,3.097715218763455e-10,1.760032732342879e-09,0.17600327322548776,1.3088203121607294,0.1234774921356171,0.0,0.7588811790743524,0.24111882092564763,0.2795846565410563,0.0,0.0,300.0000000000032,1200.0,1200.0,5.385126945339667e+18,130380292808.7969,0.0,5.385016945339667e+18
composite_layer,Ni63,CoFe2O4,none,diamond_ferrite,0.0,8.0,0.5,300.0,50000.0,100000.0,0.0840049314785051,3.097715218763455e-10,1.760032732342879e-09,0.17600327322548776,1.3088203121607294,0.1234774921356171,0.0,0.7588811790743524,0.24111882092564763,0.2795846565410563,0.0,0.0,300.0000000000032,1200.0,1200.0,5.385126945339667e+18,130380292808.7969,0.0,5.385016945339667e+18
composite_layer,Ni63,Fe3O4,none,diamond_ferrite,0.5,8.0,0.5,300.0,50000.0,100000.0,0.004675959386831899,9.597837362711625e-13,9.796855292996583e-11,0.009796855292506741,0.6281779683259665,0.299120134934722,0.0,0.05854335722170734,0.9414566427782927,0.27886001330816296,0.09854309013512516,0.0,300.00000000004934,17.041126723312637,77.45966692414831,1.9569352190158687e+18,98716507412.37482,0.0,1.9168252190158687e+18
composite_layer,Ni63,NiFe2O4,none,diamond_ferrite,0.5,8.0,0.5,300.0,50000.0,100000.0,0.0008139423080247752,2.9081658629484925e-14,1.7053345311386562e-11,0.0017053345310533896,0.6938821731754686,0.2991091117550444,0.0,0.010697777293783961,0.989302222706216,0.27888361678049634,0.1412646899038708,0.0,300.00000000005514,2.6944387170614963,69.2820323027551,1.9984794605169825e+18,91266204966.15784,0.0,1.9883694605169825e+18
composite_layer,Ni63,CoFe2O4,none,diamond_ferrite,0.5,8.0,0.5,300.0,50000.0,100000.0,0.0006960290720615413,2.126604287785692e-14,1.4582881361006892e-11,0.0014582881360277748,0.5625606887769222,0.2992870975995864,0.0,0.009259945349377241,0.9907400546506228,0.27850266296869775,0.1518764234684585,0.0,300.0000000000616,1.7041126723312634,61.96773353931865,1.4879891815751148e+18,83815902519.94087,0.0,1.4678791815751148e+18
composite_layer,Ni63,Fe3O4,none,diamond_ferrite,1.0,8.0,0.5,300.0,50000.0,100000.0,0.000672598535337618,1.9858377403484735e-14,1.409197551959187e-11,0.001409197551888727,0.4154174488636812,0.15534533804104145,0.0,0.0075690672589388,0.9924309327410612,0.2774747271715849,0.16939153381630298,0.0,300.000000000764,0.8,4.999999999999999,8.790328682092566e+17,67052722015.9527,0.0,8.509228682092566e+17
composite_layer,Ni63,NiFe2O4,none,diamond_ferrite,1.0,8.0,0.5,300.0,50000.0,100000.0,3.844506396201098e-05,6.488033762051888e-17,8.054833184105237e-13,8.054833183702494e-05,0.47307879412936665,0.15552765709896177,0.0,0.0004821373293091291,0.9995178626706909,0.27715226853979513,0.25483473335379436,0.0,300.0000000009549,0.02,4.0,7.785910221179372e+17,52152117123.51876,0.0,7.714810221179372e+17
composite_layer,Ni63,CoFe2O4,none,diamond_ferrite,1.0,8.0,0.5,300.0,50000.0,100000.0,3.0332964859232733e-05,4.038886506181125e-17,6.355223447199216e-13,6.355223446881455e-05,0.3640925697865229,0.1568262461972707,0.0,0.00039092084905489877,0.9996090791509451,0.2748625702150344,0.2760582004829697,0.0,300.00000000119365,0.007999999999999997,3.2,4.280156914563065e+17,37251512231.08482,0.0,4.139056914563065e+17
composite_layer,Ni63,Fe3O4,none,diamond_graphene,0.0,8.0,0.5,300.0,50000.0,100000.0,0.0840049314785051,3.097715218763455e-10,1.760032732342879e-09,0.17600327322548776,1.3088203121607294,0.1234774921356171,0.0,0.7588811790743524,0.24111882092564763,0.2795846565410563,0.0,0.0,300.0000000000032,1200.0,1200.0,5.385126945339667e+18,130380292808.7969,0.0,5.385016945339667e+18
composite_layer,Ni63,Fe3O4,none,diamond_graphene,0.5,8.0,0.5,300.0,50000.0,100000.0,0.08631485944667443,3.27041646764163e-10,1.8084292819475002e-09,0.18084292818570785,0.9132436821814263,0.2989052583514926,0.0,0.974499518308803,0.025500481691197008,0.2793203553161498,0.0,0.0,300.00000000000284,1905.2558883257661,1341.6407864998732,3.287839801630394e+18,114082756207.6973,0.0,3.287629801630394e+18
composite_layer,Ni63,Fe3O4,none,diamond_graphene,1.0,8.0,0.5,300.0,50000.0,100000.0,0.10686894337069382,5.013430012240715e-10,2.239069005745778e-09,0.22390690056338244,0.7011217724622578,0.15450256132309403,0.0,0.9999999999997483,2.51687559682523e-13,0.2789684874922038,0.0,0.0,300.00000000000256,10000.00000000001,1500.0,2.163568432830343e+18,97785219606.59769,0.0,2.163388432830343e+18
composite_layer,Ni63,Fe3O4,none,diamond_hea,0.0,8.0,0.5,300.0,50000.0,100000.0,0.0840049314785051,3.097715218763455e-10,1.760032732342879e-09,0.17600327322548776,1.3088203121607294,0.1234774921356171,0.0,0.7588811790743524,0.24111882092564763,0.2795846565410563,0.0,0.0,300.0000000000032,1200.0,1200.0,5.385126945339667e+18,130380292808.7969,0.0,5.385016945339667e+18
composite_layer,Ni63,Fe3O4,none,diamond_hea,0.5,8.0,0.5,300.0,50000.0,100000.0,0.02094610813500233,1.9259216183423853e-11,4.388532349702667e-10,0.04388532349483241,0.7609373706450058,0.29912942208451265,0.0,0.2518290528902969,0.7481709471097031,0.27884012813861014,0.06126468990387083,0.0,300.000000000026,85.20563361656316,146.96938456699075,1.9232478167336305e+18,80090751296.8324,0.0,1.9206378167336305e+18
composite_layer,Ni63,Fe3O4,none,diamond_hea,1.0,8.0,0.5,300.0,50000.0,100000.0,0.022165614550662693,2.1567086450337047e-11,4.6440377314805917e-10,0.0464403773124839,0.5372495162947124,0.15638696979546518,0.0,0.22859494558256377,0.7714050544174362,0.27563573005254693,0.09483473335379435,0.0,300.0000000002122,19.999999999999996,17.999999999999996,5.052588100576159e+17,29801209784.86786,0.0,5.033988100576159e+17
embedded_graphene_fingers,Ni63,Fe3O4,none,diamond_graphene,0.0,8.0,0.1,300.0,50000.0,100000.0,0.08400496288556225,3.097717535059305e-10,1.760033390369112e-09,0.17600333902811105,1.3088192184648026,0.12347749233759064,0.0,0.7588814626082647,0.24111853739173528,0.27958465619449535,0.0,0.0,300.0000000000032,1200.0,1200.0,5.385122445339667e+18,130380292808.7969,0.0,5.385016945339667e+18
embedded_graphene_fingers,Ni63,Fe3O4,none,diamond_graphene,0.5,8.0,0.1,300.0,50000.0,100000.0,0.10034116888689935,4.4196740085720393e-10,2.1023020736309573e-09,0.21023020735258421,0.9132299328612052,0.18497736836958967,0.0,0.9745009172118911,0.025499082788108862,0.27932034510845793,0.0,0.0,300.00000000000284,1905.2558883257661,1341.6407864998732,3.287790301630394e+18,114082756207.6973,0.0,3.287629801630394e+18
embedded_graphene_fingers,Ni63,Fe3O4,none,diamond_graphene,1.0,8.0,0.1,300.0,50000.0,100000.0,0.10938839390206861,5.252601063502669e-10,2.2918553758396927e-09,0.22918553757251,0.7011101063723734,0.1345698595441508,0.0,0.9999999999997484,2.5157653738006047e-13,0.27896847039163014,0.0,0.0,300.00000000000256,10000.00000000001,1500.0,2.163532432830343e+18,97785219606.59769,0.0,2.163388432830343e+18
embedded_graphene_fingers,Ni63,Fe3O4,none,diamond_graphene,0.0,8.0,0.5,300.0,50000.0,100000.0,0.08400496288556225,3.097717535059305e-10,1.760033390369112e-09,0.17600333902811105,1.3088192184648026,0.12347749233759064,0.0,0.7588814626082647,0.24111853739173528,0.27958465619449535,0.0,0.0,300.0000000000032,1200.0,1200.0,5.385122445339667e+18,130380292808.7969,0.0,5.385016945339667e+18
embedded_graphene_fingers,Ni63,Fe3O4,none,diamond_graphene,0.5,8.0,0.5,300.0,50000.0,100000.0,0.10034116888689935,4.4196740085720393e-10,2.1023020736309573e-09,0.21023020735258421,0.9132299328612052,0.18497736836958967,0.0,0.9745009172118911,0.025499082788108862,0.27932034510845793,0.0,0.0,300.00000000000284,1905.2558883257661,1341.6407864998732,3.287790301630394e+18,114082756207.6973,0.0,3.287629801630394e+18
embedded_graphene_fingers,Ni63,Fe3O4,none,diamond_graphene,1.0,8.0,0.5,300.0,50000.0,100000.0,0.10938839390206861,5.252601063502669e-10,2.2918553758396927e-09,0.22918553757251,0.7011101063723734,0.1345698595441508,0.0,0.9999999999997484,2.5157653738006047e-13,0.27896847039163014,0.0,0.0,300.00000000000256,10000.00000000001,1500.0,2.163532432830343e+18,97785219606.59769,0.0,2.163388432830343e+18
diamond_high_entropy_alloy,Ni63,Fe3O4,none,none,0.0,8.0,0.1,300.0,50000.0,100000.0,0.004608570628623899,9.32318755219331e-13,9.655665462649102e-11,0.009655665462166318,0.5365267655698374,0.3362695155827685,0.0,0.06068929993968142,0.9393107000603186,0.2789763650193238,0.09483473335379433,0.0,300.00000000021487,20.0,18.0,2.1802800434588347e+18,128770659564.24387,0.0,2.1751800434588347e+18
diamond_high_entropy_alloy,Ni63,Fe3O4,none,none,0.0,8.0,0.5,300.0,50000.0,100000.0,0.004598095660103806,9.28085377168344e-13,9.633718789827468e-11,0.009633718789345783,0.5365887416723487,0.33626934086478855,0.0,0.06054712312859378,0.9394528768714062,0.27892613260739857,0.09483473335379433,0.0,300.0000000002255,20.0,18.0,2.0779186296490068e+18,122710863820.04414,0.0,2.0728186296490068e+18
diamond_ideal_defect_sink,Ni63,Fe3O4,none,none,0.0,8.0,0.1,300.0,50000.0,100000.0,0.02297217206985848,2.3165199614934863e-11,4.813023957564841e-10,0.0481302395732419,0.22802107109388686,0.3326166293952001,0.0,0.29340848673228115,0.7065915132677189,0.27760327227657894,0.073611266224619,0.0,300.0000000000483,50.0,80.0,9.266076227643443e+17,128770659564.24387,0.0,9.264076227643443e+17
diamond_ideal_defect_sink,Ni63,Fe3O4,none,none,0.0,8.0,0.5,300.0,50000.0,100000.0,0.022955500730013404,2.3131588968130755e-11,4.809531055028893e-10,0.048095310547884164,0.22802350152927947,0.33261644067024687,0.0,0.29314788462095565,0.7068521153790444,0.2774860045929798,0.073611266224619,0.0,300.0000000000507,50.0,80.0,8.83011969928375e+17,122710863820.04414,0.0,8.82811969928375e+17
baseline,Ni63,Fe3O4,strong,none,0.0,8.0,0.3,300.0,50000.0,1000.0,0.07863056778945027,2.714030656843853e-10,1.6474315333207492e-09,0.16474315332383777,1.3189962531035195,0.18240676816247126,0.007774734037204412,0.7615251273244269,0.2384748726755731,0.27958140698562944,0.0,0.0,300.0000000000032,1200.0,1200.0,5.343259870803812e+18,130380292808.7969,1.9030882588078261e-10,5.343149870803812e+18
ferrite_transport,Ni63,Fe3O4,strong,none,0.0,8.0,0.1,300.0,50000.0,1000.0,0.0002947995207335835,3.814920322964072e-15,6.1765041270566785e-12,0.0006176504126747854,0.4234584097199441,0.3376999403440678,0.0036544735070678236,0.00423810407277192,0.9957618959272281,0.2786948467013545,0.16939153381630298,0.0,300.0000000007735,0.8,5.0,1.7082734847505608e+18,128770659564.24387,2.8902876041358327e-10,1.6281734847505608e+18
ferrite_transport,Ni63,NiFe2O4,strong,none,0.0,8.0,0.1,300.0,50000.0,1000.0,1.6781836650287713e-05,1.2362630941098953e-17,3.5160533189525276e-13,3.516053318776725e-05,0.47506547615707595,0.33231965485137227,0.002842280634257066,0.0002668089770474502,0.9997331910229525,0.27883791942179137,0.25483473335379436,0.0,300.00000000096685,0.02,4.0,1.9195771766643817e+18,128770659564.24387,1.9268584027572216e-10,1.8994771766643817e+18
ferrite_transport,Ni63,CoFe2O4,strong,none,0.0,8.0,0.1,300.0,50000.0,1000.0,1.0969008721911173e-05,5.2816143774126666e-18,2.2981763156200064e-13,2.2981763155050976e-05,0.36291069181189073,0.3350125287199436,0.0025625609475179445,0.0001801431987787927,0.9998198568012212,0.27848158100022624,0.2760582004829697,0.0,300.0000000012086,0.008,3.2,1.4672186322310994e+18,128770659564.24387,2.312230083308666e-10,1.4271186322310994e+18
ferrite_transport,Ni63,Fe3O4,strong,none,0.0,8.0,0.5,300.0,50000.0,1000.0,0.00029205129175434815,3.74412369861749e-15,6.118924496024359e-12,0.0006118924495718413,0.4245186616764787,0.33769990510948944,0.0038341030179797064,0.004198238359858886,0.9958017616401411,0.2786336246435181,0.16939153381630298,0.0,300.0000000008117,0.8,5.0,1.6313738289948529e+18,122710863820.04414,3.032901636626637e-10,1.5512738289948529e+18
ferrite_transport,Ni63,NiFe2O4,strong,none,0.0,8.0,0.5,300.0,50000.0,1000.0,1.647567166049446e-05,1.1915662190235899e-17,3.4519070368177184e-13,3.451907036645123e-05,0.47537813254337835,0.3323196489612231,0.002982107656180566,0.00026192077194675534,0.9997380792280532,0.27878124169559104,0.25483473335379436,0.0,300.0000000010146,0.02,4.0,1.8299361944830147e+18,122710863820.04414,2.021934424417758e-10,1.8098361944830147e+18
ferrite_transport,Ni63,CoFe2O4,strong,none,0.0,8.0,0.5,300.0,50000.0,1000.0,1.0749615862446078e-05,5.072450476623791e-18,2.252210131599051e-13,2.25221013148644e-05,0.36344752308195094,0.33501250480863864,0.0026886641623553587,0.00017652235422493945,0.9998234776457751,0.27840896454429026,0.2760582004829697,0.0,300.0000000012683,0.008,3.2,1.3998881724233654e+18,122710863820.04414,2.4263213093013094e-10,1.3597881724233654e+18
ferrite_graphene,Ni63,Fe3O4,strong,none,0.0,8.0,0.1,300.0,50000.0,1000.0,0.00022200200235629686,2.1634442524846866e-15,4.651283965307707e-12,0.0004651283965075143,0.4234584097199441,0.5012476986447084,0.0036544735070678236,0.00423810407277192,0.9957618959272281,0.2786948467013545,0.16939153381630298,0.0,300.0000000007735,0.8,5.0,1.7082734847505608e+18,128770659564.24387,2.8902876041358327e-10,1.6281734847505608e+18
ferrite_graphene,Ni63,NiFe2O4,strong,none,0.0,8.0,0.1,300.0,50000.0,1000.0,1.2639085535282726e-05,7.012344301167293e-18,2.64808313719904e-13,2.6480831370666358e-05,0.47506547615707595,0.49714270443599395,0.002842280634257066,0.0002668089770474502,0.9997331910229525,0.27883791942179137,0.25483473335379436,0.0,300.00000000096685,0.02,4.0,1.9195771766643817e+18,128770659564.24387,1.9268584027572216e-10,1.8994771766643817e+18
ferrite_graphene,Ni63,CoFe2O4,strong,none,0.0,8.0,0.1,300.0,50000.0,1000.0,8.259026328315884e-06,2.994260814082128e-18,1.7303932542147293e-13,1.7303932541282097e-05,0.36291069181189073,0.4993030662532586,0.0025625609475179445,0.0001801431987787927,0.9998198568012212,0.27848158100022624,0.2760582004829697,0.0,300.0000000012086,0.008,3.2,1.4672186322310994e+18,128770659564.24387,2.312230083308666e-10,1.4271186322310994e+18
